SIF_STR;NAZIV;NASLOV;KRAJ;POSTA;SKUP1;X;Y
4021;KOMUNALA BREéICE;CESTA PRVIH BORCEV 9;8250 BREéICE;8250;8250 CESTA PRVIH BORCEV 9;15.59224570;45.90324094
4022;INSPECTA d.d.;JAKäI»EVA ULICA 5;1000 LJUBLJANA;1000;1000 JAKäI»EVA ULICA 5;14.50675582;46.06194571
4023;TSE  d.o.o. LJUBLJANA;TRéAäKA 126;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 126;14.46927223;46.03897832
4026;STAGE ARTS d.o.o.;PARMOVA 39;1000 LJUBLJANA-dosta;1000;1000 PARMOVA ULICA 39;14.50389087;46.06289611
4027;PHENIX PROJEKT d.o.o. TAKKO;JUR»KOVA CESTA 232;1000 LJUBLJANA;1000;1000 JUR»KOVA CESTA 232;14.53011471;46.01720830
4029;ELEKTRO MONTAéA d.d.;TRéAäKA 126;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 126;14.46927223;46.03897832
4031;MERCATOR - 5m3;SLOVEN»EVA 25 ZGORAJ;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
4032;PIVOVARNA UNION - slopak;PIVOVARNIäKA 2;1000 LJUBLJANA;1000;1000 PIVOVARNIäKA ULICA 2;14.50058048;46.06018245
4035;UNIHEM d.o.o. - SLOPAK;KAJAKAäKA CESTA 30;1000 LJUBLJANA;1000;1000 KAJAKAäKA CESTA 30;14.45764861;46.11799507
4036;ETA CERKNO d.o.o. - SLOPAK;PLATIäEVA 39;5282 CERKNO;5282;5282 PLATIäEVA 39;13.98778801;46.13241550
4040;MERCATOR NOVO MESTO 35m3;PODBEVäKOVA 4;8000 NOVO MESTO;8000;8000 PODBEVäKOVA 4;15.19450270;45.80175191
4043;MERCATOR BREéICE 35m3;TOVARNIäKA 10;8250 BREéICE;8250;8250 TOVARNIäKA 10;15.59683777;45.91798251
4045;MERCATOR BREéICE 35m3;TOVARNIäKA 10;8250 BREéICE;8250;8250 TOVARNIäKA 10;15.59683777;45.91798251
4046;TRGOVSKI CENTER MURGLE;CESTA V MESTNI LOG 55;1000 LJUBLJANA;1000;1000 CESTA V MESTNI LOG 55;14.48956897;46.03620018
4048;DARS, d.d.;DUNAJSKA CESTA 7;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 7;14.50616634;46.05991871
4049;GORENJE GTI d.o.o.- slopak;BRN»I»EVA ULICA 39;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 39;14.55121123;46.09487953
4050;PETROL - TEHNOLOGIJA - slopak;ZALOäKA CESTA 259;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 259;14.60275653;46.05759436
4051;SLOVENSKE éELEZNICE-centralne dela;ZALOäKA CESTA 217;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 217;14.55501677;46.05732027
4054;MIZARSTVO - GR»A d.o.o.;KAMNOGORIäKA CESTA 60;1000 LJUBLJANA;1000;1000 KAMNOGORIäKA CESTA 60;14.46325553;46.08140125
4055;TRGOVINA ALP COLOR;FRANKOVO NASELJE 137;4220 äKOFJA LOKA;4220;4220 FRANKOVO NASELJE 137;14.33381057;46.17117462
4056;AMBA CO d.o.o. - kovinski sodi;LESKOäKOVA 11;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 11;14.55887743;46.06267078
4057;CGP NOVO MEST;MEDI»EVA 15;8000 NOVO MESTO;8000;8000 MEDI»EVA 15;15.14860439;45.81265520
4058;KEMI»NA »ISTILNICA METKA;BIZELJSKA CESTA 26a;8250 BREéICE;8250;8250 BIZELJSKA CESTA 26A;15.59913227;45.90482455
4059;AVTOTECH d.d. - SLOPAK;PODNART 43;4244 PODNART;4244;4244 PODNART 43;14.25728855;46.29419358
4061;VRTEC PEDENJPED - enota JAN»E;GABRJE PRI JAN»AH 16;1000 LJUBLJANA;1000;1000 GABRJE PRI JAN»AH 16;14.70410994;46.04991910
4064;SPL - ETAéNI LASTNIKI;TRéAäKA 87;1000 LJUBLJANA-dosta;1000;1000 TRéAäKA CESTA 87;14.47760711;46.04156293
4066;ENGROTUä (biv≈°i VELE d.d. 5m3 LES;GASILSKA CESTA 1;1290 GROSUPLJE;1290;1290 GASILSKA CESTA 1;14.66163272;45.95216748
4067;Oä MIRNA;CESTA NA FUéINE 1;8233 MIRNA;8233;8233 CESTA NA FUéINE 1;15.06076020;45.95164698
4068;PRELE d.o.o. - SLOPAK;BRN»I»EVA ULICA 7A;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 7A;14.54150751;46.09850320
4070;PRICEWATERHOUSECOOPERS;PARMOVA 53;1000 LJUBLJANA-dosta;1000;1000 PARMOVA ULICA 53;14.50269530;46.06505936
4071;AERO PAPIROTI;TOVARNIäKA 14;8270 KRäKO;8270;8270 TOVARNIäKA 14;15.49031035;45.95700175
4072;VALINA, d.o.o.;äTEPANJSKA CESTA 22b;1000 LJUBLJANA;1000;1000 äTEPANJSKA CESTA 22B;14.54235301;46.04923556
4075;A1 d.d.;VODOVODNA 93;1000 LJUBLJANA;1000;1000 VODOVODNA 93;14.50379778;46.07477259
4076;PAX SVE»ARNA STELE d.o.o.;GLAVNI TRG 16;1241 KAMNIK-dostava;1241;1241 GLAVNI TRG 16;14.61156897;46.22616600
4077;MIN. ZA ZDRAVJE URAD RS KEMIK.;MALI TRG 6;1000 LJUBLJANA-dosta;1000;1000 MALI TRG 6;14.50714959;46.05251786
4079;IBN JT d.d. V STE»AJU;SLOVENSKA CESTA 27;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 27;14.50263862;46.05116674
4080;MERCATOR TREBNJE 35m3;STARI TRG 48;8210 TREBNJE;8210;8210 STARI TRG 48;15.02239030;45.90669034
4081;AURA d.o.o.;CELOVäKA CESTA 189;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 189;14.48165881;46.07678913
4082;IPS - RIANA;TBILISIJSKA 81;1000 LJUBLJANA;1000;1000 TBILISIJSKA ULICA 81;14.47775076;46.03589504
4083;GOZDNO GOSPODARSTVO PE MAROF;CESTA NOTRANJSKEGA ODREDA 46;1386 STARI TRG PRI LOéU;1386;1386 CESTA NOTRANJSKEGA ODREDA 46;14.47663816;45.70966039
4085;SIGNA d.o.o.;BRN»I»EVA ULICA 31;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 31;14.54881002;46.09753340
4087;RECKITT BENCKISER ADRIATIC;PLANJAVA 3;1236 TRZIN;1236;1236 PLANJAVA 3;14.54811254;46.11967369
4091;AVTOLI»ARSTVO MARJAN STRGAR, s.p.;TRPIN»EVA 67;1000 LJUBLJANA;1000;1000 TRPIN»EVA ULICA 67;14.56087818;46.04991078
4092;BABY CENTER - MERIT d.o.o.;LETALIäKA 3c;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 3C;14.54161250;46.06226121
4095;COFACE INTERCREDIT;CANKARJEVA ULICA 3;1000 LJUBLJANA;1000;1000 CANKARJEVA CESTA 3;14.50279542;46.05241809
4096;KOMUNALA CERKNICA, d.o.o.;NOTRANJSKA CESTA 44;1380 CERKNICA;1380;1380 NOTRANJSKA CESTA 44;14.36346052;45.79796230
4097;PAPIR SERVIS LENART;INDUSTRIJSKA ULICA 2;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 2;15.84044615;46.58171234
4099;DEBITEL d.d.;éELEZNA CESTA 18;1000 LJUBLJANA;1000;1000 éELEZNA CESTA 18;14.51355754;46.06307247
4100;ADRIA MEDIA, d.o.o.;DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
4101;LJUBLJANSKE MLEKARNE d.d.   MK;TOLSTOJEVA 63;1000 LJUBLJANA;1000;1000 TOLSTOJEVA ULICA 63;14.50528734;46.07736134
4102;METREL - slopak;LJUBLJANSKA 77;1354 HORJUL;1354;1354 LJUBLJANSKA 77;14.30058865;46.02269615
4103;ZAVOD ZA TEHNI»NO IZOBRAéEVAN.;LANGUSOVA 21;1000 LJUBLJANA-dosta;1000;1000 LANGUSOVA ULICA 21;14.49446443;46.04341101
4104;JAKA COMMERC d.o.o.;CESTA V GORICE 36;1000 LJUBLJANA;1000;1000 CESTA V GORICE 36;14.46274744;46.03231664
4105;MERCATOR - 35m3;SLOVEN»EVA 25;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
4106;BIZJAN CA. d.n.o.;éIBERTOVA 1;1000 LJUBLJANA;1000;1000 éIBERTOVA ULICA 1;14.49659570;46.06204554
4107;JUNGHEINRICH, d.o.o. - slopak;PLANJAVA 6;1000 LJUBLJANA;1000;1000 PLANJAVA 6;14.54665162;46.11953296
4110;MIX d.o.o.  LES;STEGNE 15;1000 LJUBLJANA-dosta;1000;1000 STEGNE 15;14.48407290;46.08552771
4111;VELEPOSLANIäTVO äVEDSKE;AJDOVä»INA 4;1000 LJUBLJANA-dosta;1000;1000 AJDOVä»INA 4;14.50520360;46.05336426
4112;SLOVENSKE éELEZNICE - DIVA»A - sl;LUDVIKA POéRLJA 22;6215 DIVA»A;6215;6215 LUDVIKA POéRLJA 22;13.96318696;45.68157007
4113;CSS-IP-CENTER SLEPIH - SLOPAK;STARA LOKA 31;4220 äKOFJA LOKA;4220;4220 STARA LOKA 31;14.29907529;46.17127338
4114;IBM SLOVENIJA d.o.o. - uniéçevanje;AMERIäKA ULICA 8;1000 LJUBLJANA;1000;1000 AMERIäKA ULICA 8;14.54128994;46.06689371
4115;ROGINA ANDREJ s.p.;MENARDOVA 18;1000 LJUBLJANA-dosta;1000;1000 MEDENSKA CESTA 18;14.46058145;46.10644702
4116;GRAFIK d.o.o. - arhiva;BRN»I»EVA ULICA 31;1231 LJ-»RNU»E;1231;1231 BRN»I»EVA ULICA 31;14.54881002;46.09753340
4117;SIR - PAK STI»NA d.o.o.;STI»NA 22;1295 IVAN»NA GORICA;1295;1295 STI»NA 22;14.80355319;45.95628533
4118;DOM STAREJäIH OB»ANOV VI»;KOPALIäKA 10;1000 LJUBLJANA;1000;1000 KOPALIäKA ULICA 10;14.49621781;46.04241098
4122;AVTERA, d.o.o. - papir;äMARTINSKA 106;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 106;14.53707957;46.06801050
4123;LIVAR, d.d. - slopak;LJUBLJANSKA 43;1295 IVAN»NA GORICA;1295;1295 LJUBLJANSKA 43;14.80734634;45.94113940
4124;DM  DROGERIE MARKT;PREäERNOVA 51;6310 IZOLA;6310;6310 PREäERNOVA 51;13.65239410;45.53038763
4125;DM  DROGERIE MARKT;BAZOVIäKA CESTA 32;6250 ILIRSKA BISTRICA;6250;6250 BAZOVIäKA CESTA 32;14.24458566;45.56163859
4126;*DM DROGERIE MARKT*;TITOV TRG 3;6230 POSTOJNA;6230;6230 TITOV TRG 3;14.21340833;45.77547072
4127;DM  DROGERIE MARKT;RIMSKA 14-16;1000 LJUBLJANA;1000;1000 RIMSKA CESTA 14;14.50000819;46.04764621
4128;DM  DROGERIE MARKT;TRDINOVA 9;1000 LJUBLJANA;1000;1000 TRDINOVA ULICA 9;14.50712080;46.05576589
4129;DM  DROGERIE MARKT;DUNAJSKA CESTA 48;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 48;14.50906352;46.06407906
4131;ETAéNI LASTNIKI;MEDENSKA 127-129;1000 LJUBLJANA;1000;1000 MEDENSKA CESTA 127;14.45252344;46.10766851
4132;IRIS . d.o.o - INTERSEROH;CESTA V GORICE 8;1000 LJUBLJANA;1000;1000 CESTA V GORICE 8;14.46498567;46.03196720
4135;*DM  DROGERIE MARKT*;KOROäKA 4;4000 KRANJ;4000;4000 KOROäKA 4;14.35612870;46.24203096
4137;DM  DROGERIE MARKT;KRANJSKA 2A;4240 RADOVLJICA;4240;4240 KRANJSKA 2A;14.17278244;46.34307274
4138;DM  DROGERIE MARKT;CESTA MARäALA TITA 45;4270 JESENICE;4270;4270 CESTA MARäALA TITA 45;14.04953396;46.43760360
4141;DM  DROGERIE MARKT;GOLIEV TRG 1;8210 TREBNJE;8210;8210 GOLIEV TRG 1;15.00625332;45.90794333
4143;DM  DROGERIE MARKT;BELOKRANJSKA CESTA 5;8000 NOVO MESTO;8000;8000 BELOKRANJSKA CESTA 5;15.18171026;45.79639234
4144;DM DROGERIE MARKT;NASELJE BORISA KIDRI»A 9;8330 METLIKA;8330;8330 NASELJE BORISA KIDRI»A 9;15.31680841;45.64569090
4145;DM  DROGERIE MARKT;KOLODVORSKA 45;8340 »RNOMELJ;8340;8340 KOLODVORSKA 45;15.18984074;45.57480655
4146;KOMUNALA éIRI-FRELIH s.p.;GOROPEKE 10;4226 éIRI;4226;4226 GOROPEKE 10;14.13073998;46.03191652
4148;LIVARSTVO BARVNIH KOVIN;BRN»I»EVA ULICA 23;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 23;14.54681561;46.09785846
4151;MERCATOR KAMNIK 30m3;KOVINARSKA 36;1241 KAMNIK-dostava;1241;1241 KOVINARSKA 36;14.60190971;46.21373453
4153;MERCATOR KAMNIK PAPIR 5m3;KOVINARSKA 36;1241 KAMNIK;1241;1241 KOVINARSKA 36;14.60190971;46.21373453
4154;MERCATOR KAMNIK POLIVINIL 5m3;KOVINARSKA 36;1241 KAMNIK-dostava;1241;1241 KOVINARSKA 36;14.60190971;46.21373453
4160;SPL LASTNIKI;TRéAäKA 279;1000 LJUBLJANA-dosta;1000;1000 TRéAäKA CESTA 279;14.44929798;46.03246879
4161;SPL - ETAéNI LASTNIKI;TRéAäKA 297;1000 LJUBLJANA-dosta;1000;1000 TRéAäKA CESTA 297;14.44897602;46.03236827
4165;SOCIAL DEMOKRATSKA STRANKA;KOMENSKEGA 7;1000 LJUBLJANA-dosta;1000;1000 KOMENSKEGA ULICA 7;14.50974748;46.05394163
4167;FIDIMED d.o.o.;BRODIä»E 32;1236 TRZIN;1236;1236 BRODIä»E 32;14.54730190;46.12388135
4168;TRAFFIC DESIGN d.o.o.;KAMNIäKA ULICA 50;1000 LJUBLJANA;1000;1000 KAMNIäKA ULICA 50;14.50240651;46.07132947
4171;PREVOZ ZA LASTNE POTREBE - NOVO MES;PODBEVäKOVA 12;8000 NOVO MESTO;8000;8000 PODBEVäKOVA 12;15.19814075;45.80458898
4172;TEKNOXGROUP SLOVENIJA, d.o.o. - pap;POD JELäAMI 10;1290 GROSUPLJE;1290;1290 POD JELäAMI 10;14.66346754;45.96880081
4173;PREVOZ ZA LASTNE POTREBE - NOVO MES;PODBEVäKOVA 12;8000 NOVO MESTO;8000;8000 PODBEVäKOVA 12;15.19814075;45.80458898
4174;FAKULTETA ZA FARMACIJO - arhiva;AäKER»EVA CESTA 7;1000 LJUBLJANA;1000;1000 AäKER»EVA CESTA 7;14.49816969;46.04661245
4175;KLINI»NI CENTER - PEDIATRI»NA KLI;VRAZOV TRG 1;1000 LJUBLJANA;1000;1000 VRAZOV TRG 1;14.51715159;46.05107578
4177;KLINI»NI CENTER - PEDIATRI»NA KLI;ULICA STARE PRAVDE 10;1000 LJUBLJANA;1000;1000 ULICA STARE PRAVDE 10;14.51517382;46.04817919
4178;BREST POHIäTVO - slopak;CESTA 4. MAJA 18;1380 CERKNICA;1380;1380 CESTA 4. MAJA 18;14.36564396;45.79371832
4180;MLADINSKA KNJIGA d.d.;SAVLJE 87;1000 LJUBLJANA-dosta;1000;1000 SAVLJE 87;14.50152988;46.09555624
4189;EKDIS d.o.o.  35m3;VEVäKA CESTA 52;1260 LJUBLJANA-POLJE;1260;1260 VEVäKA CESTA 52;14.59187092;46.04925134
4190;MERCATOR - 5m3;SLOVEN»EVA 25 SPODAJ;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
4191;BLAéI», robni trakovi, d.o.o.;BRAVNI»ARJEVA ULICA 18;1000 LJUBLJANA;1000;1000 BRAVNI»ARJEVA ULICA 18;14.48081847;46.08370450
4192;KEMOFARMACIJA;CESTA NA BRDO 100;1000 LJUBLJANA;1000;1000 CESTA NA BRDO 100;14.46204190;46.04783434
4196;*KLINI»NI CENTER - O»ESNA KLINIKA;GRABLOVI»EVA ULICA 46;1000 LJUBLJANA;1000;1000 GRABLOVI»EVA ULICA 46;14.52842589;46.05497367
4197;ADRIA MED d.o.o.;DUNAJSKA CESTA 238;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 238;14.51567939;46.09398827
4201;DM  DROGERIE MARKT;STANETOVA 17;3000 CELJE;3000;3000 STANETOVA 17;15.26514062;46.23042153
4202;DM  DROGERIE MARKT;ULICA HEROJA STANETA 4;3310 éALEC;3310;3310 ULICA HEROJA STANETA 4;15.16126077;46.25436996
4207;TISKARNA PLEäKO d.o.o.;BARLETOVA CESTA 4;1215 MEDVODE;1215;1215 BARLETOVA CESTA 4;14.41343260;46.13688824
4210;LJUBLJANSKE MLEKARNE d.d.   MK;TOLSTOJEVA 63;1000 LJUBLJANA;1000;1000 TOLSTOJEVA ULICA 63;14.50528734;46.07736134
4215;MERCATOR LJUBLJANA-STISKALNICA - ar;DUNAJSKA CESTA 107;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 107;14.51086019;46.07436203
4216;SGP GORENJC - SLOPAK;LJUBLJANSKA 11;4240 RADOVLJICA;4240;4240 LJUBLJANSKA 11;14.17783351;46.34324405
4217;MLADINSKA KNJIGA TRGOVINA d.o.o.;SLOVENSKA CESTA 29;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 29;14.50284127;46.05162650
4222;COLOR MEDVODE;äKOFJELOäKA 50;1215 MEDVODE;1215;1215 äKOFJELOäKA 50;14.40701951;46.13627941
4223;OTIS LIFT d.o.o.;SLOMäKOVA 12;1000 LJUBLJANA-dosta;1000;1000 SLOMäKOVA ULICA 12;14.51163284;46.05557824
4224;PUBLICUS d.o.o.;VODOVODNA 97;1000 LJUBLJANA;1000;1000 VODOVODNA 97;14.50283241;46.07718877
4225;GIMNAZIJA VI»;TRéAäKA  CESTA 72;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 72;14.48035676;46.04320400
4227;MERCATOR, d.d.;SLOVEN»EVA 25;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
4231;SIJ - SLOVENSKA IND. JEKLA d.d;GERBI»EVA ULICA 98;1000 LJUBLJANA;1000;1000 GERBI»EVA ULICA 98;14.48051940;46.03962366
4232;MERCATOR - 5m3 - steklo;SLOVEN»EVA 25;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
4239;ODVETNIK MITJA STUPAN;KOLODVORSKA 7;1000 LJUBLJANA-dosta;1000;1000 KOLODVORSKA ULICA 7;14.50881749;46.05535028
4242;AUTOCOMMERCE - slopak - ne uporablj;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
4243;KGZ METLIKA;MESTNI TRG 14;8330 METLIKA;8330;8330 MESTNI TRG 14;15.31812601;45.64952949
4244;PETROL POSLOVNA STAVBA;DUNAJSKA CESTA 50;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 50;14.50929141;46.06461989
4247;SPL - ETAéNI LASTNIKI;SR. GAMELJNE 70.72;1000 LJUBLJANA-dosta;1000;1211 SREDNJE GAMELJNE 70;14.49774977;46.12883976
4248;LAMPI» s.p.;KOPRSKA 82;1000 LJUBLJANA;1000;1000 KOPRSKA ULICA 82;14.48252553;46.03646554
4250;FARMA IHAN;äTUDLJANSKA 91;1230 DOMéALE;1230;1230 äTUDLJANSKA 91;14.61007873;46.11743552
4253;MERCATOR  ZALOG;HLADILNIäKA POT 38;1000 LJUBLJANA;1000;1000 HLADILNIäKA POT 38;14.60543712;46.06231837
4260;METELKO BRANKO s.p.;PLANINSKA CESTA 8;8290 SEVNICA;8290;8290 PLANINSKA CESTA 8;15.29888328;46.01321802
4262;ZZZS;GRADNIKOVE BRIGADE 1;5000 NOVA GORICA;5000;5000 GRADNIKOVE BRIGADE 1;13.64606462;45.95801554
4263;VULKANIZERSTVO äKALER s.p.;BREZINA 43a;8250 BREéICE;8250;8250 BREZINA 43A;15.59670712;45.93340553
4265;SCH - GROUP INVEST d.o.o.;DUNAJSKA CESTA 63;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 63;14.50925934;46.06678818
4273;OKV.. ATELJE. GALERIJA KLARI»;VEVäKA CESTA 57;1000 LJUBLJANA-dosta;1000;1260 VEVäKA CESTA 57;14.59067866;46.04971498
4274;MINISTRSTVO ZA FINANCE - UPRAVA ZA;DUNAJSKA CESTA 48;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 48;14.50906352;46.06407906
4275;AVTOKLEPARSTVO KLEMEN»I»;VELIKE »EäNJICE 43;1296 äENTVID PRI STI»NI;1296;1296 VELIKE »EäNJICE 43;14.85212645;45.95534095
4277;ESTELA - BTC (HALA 4);äMARTINSKA 152;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 152;14.54196589;46.06800312
4278;ZALOéBA OBZORJA HELIDON;CELOVäKA CESTA 142;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 142;14.48725353;46.07295429
4282;MERCATOR  ZALOG        PRESS;HLADILNIäKA POT 38;1000 LJUBLJANA;1000;1000 HLADILNIäKA POT 38;14.60543712;46.06231837
4285;KR»MA PRI BALINU-SLOPAK-KU;SLAPE 52;1260 LJ-POLJE;1260;1260 SLAPE 52;14.57826864;46.05031790
4286;KR»MA PRI BALINU-SLOPAK-KU;SLAPE 52;1260 LJ-POLJE;1260;1260 SLAPE 52;14.57826864;46.05031790
4289;PODRUéNICA PFIZER - HC;LETALIäKA 3c;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 3C;14.54161250;46.06226121
4303;UDAL, d.o.o.;éABJAK 12;1000 LJUBLJANA;1000;1000 éABJAK 12;14.50704339;46.04408659
4306;PETROL - LABORATORIJ - slopak;ZALOäKA CESTA 259;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 259;14.60275653;46.05759436
4312;KONTROLA ZRA»NEGA PROMETA;KOTNIKOVA 19a;1000 LJUBLJANA;1000;1000 KOTNIKOVA ULICA 19A;14.51214354;46.05629123
4315;VRTEC ROéNIK;CESTA NA BRDO 30;1000 LJUBLJANA;1000;1000 CESTA NA BRDO 30;14.47360281;46.04554859
4317;SKLAD KMETIJSKIH ZEMLJIä»;DUNAJSKA CESTA 58;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 58;14.51000404;46.06589160
4320;INPLET PLETIVA d.o.o.;DOLNJE BREZOVO 34;8290 SEVNICA;8290;8290 DOLNJE BREZOVO 34;15.36633925;45.99480919
4323;ONKOLOäKI INäTITUT H;ZALOäKA CESTA 2;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 2;14.52078596;46.05221572
4324;JAVNA AG. ZA RAZISK. DEJAVNOST;TRG OF 13;1000 LJUBLJANA;1000;1000 TRG OSVOBODILNE FRONTE 13;14.50949709;46.05742265
4325;DELO STORITVE d.o.o.     (PVC);DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
4326;E.KOPA d.o.o.;TOVARNIäKA 18;8270 KRäKO;8270;8270 TOVARNIäKA 18;15.49210912;45.95617518
4327;PREDILNICA LITIJA;KIDRI»EVA CESTA 1;1270 LITIJA;1270;1270 KIDRI»EVA CESTA 1;14.82590036;46.05922814
4333;SLOVENSKA ZALOéBA d.o.o.;RIMSKA 24;1000 LJUBLJANA-dosta;1000;1000 RIMSKA CESTA 24;14.49770607;46.04787010
4334;DELO TISKARNA - slopak;DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
4335;TILIA d.d.;SEIDLOVA CESTA 5;8000 NOVO MESTO;8000;8000 SEIDLOVA CESTA 5;15.16397475;45.80623633
4342;ABBOTT LABORATORIES, d.o.o.;DOLENJSKA CESTA 242C;1000 LJUBLJANA;1000;1000 DOLENJSKA CESTA 242C;14.54130534;46.02113159
4343;KAPITALSKA DRUéBA d.d.;DUNAJSKA CESTA 119;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 119;14.51137488;46.07610976
4345;FLAMENKO äPANSKA RESTAVRACIJA;éELEZNA CESTA 14;1000 LJUBLJANA;1000;1000 éELEZNA CESTA 14;14.51379531;46.06248863
4348;MILAX d.o.o. - SLOPAK;BOLKOVA ULICA 52;1235 RADOMLJE;1235;1235 BOLKOVA ULICA 52;14.59401343;46.17881484
4350;CUBO, d.o.o.;äMARTINSKA CESTA 55;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 55;14.52772436;46.06453528
4351;SOFINA, d.o.o. (biv≈°i M HOTEL);DER»EVA ULICA 4;1000 LJUBLJANA;1000;1000 DER»EVA ULICA 4;14.48934782;46.06873475
4352;KME»KI HRAM d.o.o.;TOMA»EVSKA 50;1000 LJUBLJANA;1000;1000 TOMA»EVSKA CESTA 50;14.53631646;46.07891255
4353;KME»KI HRAM d.o.o.;TOMA»EVSKA 50;1000 LJUBLJANA;1000;1000 TOMA»EVSKA CESTA 50;14.53631646;46.07891255
4355;TURBO INäTITUT d.d.;ROVäNIKOVA ULICA 7;1210 LJ-äENTVID;1210;1210 ROVäNIKOVA ULICA 7;14.45846812;46.09898706
4357;MIDO d.o.o. ARHIVSKI SISTEMI;äPRUHA 4;1236 TRZIN;1236;1236 äPRUHA 4;14.54512789;46.12074160
4359;GOSTILNA ROGOVILC;DUNAJSKA CESTA 370;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 370;14.52999228;46.10205565
4360;KAMP JEéICA äTERN - SLOPAK-KU;DUNAJSKA CESTA 270;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 270;14.51906288;46.09753856
4361;KAMP JEéICA äTERN - SLOPAK-KU;DUNAJSKA CESTA 270;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 270;14.51906288;46.09753856
4363;METLIäKI HRAM;TACENSKA CESTA 52;1000 LJUBLJANA;1000;1000 TACENSKA CESTA 52;14.46299828;46.10399303
4375;MINISTRSTVO ZA ZDRAVJE;äTEFANOVA 5;1000 LJUBLJANA;1000;1000 äTEFANOVA ULICA 5;14.50279998;46.05335387
4376;FLORJAN»KOV HRAM;DUNAJSKA CESTA 238;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 238;14.51567939;46.09398827
4382;MITING MAGNUM - SLOPAK - KU;TOPNIäKA 21;1000 LJUBLJANA-dosta;1000;1000 TOPNIäKA ULICA 21;14.51601729;46.06707782
4383;JEéEK d.o.o.;PODUTIäKA 56;1000 LJUBLJANA;1000;1000 PODUTIäKA CESTA 56;14.47062058;46.07106122
4384;SOLE NUREDINI IN DRUéINA;äTIHOVA 14;1000 LJUBLJANA-dosta;1000;1000 äTIHOVA ULICA 14;14.51544163;46.06193774
4387;KRESNICA d.o.o.;éIGONOVA 12;1000 LJUBLJANA;1000;1000 éIGONOVA ULICA 12;14.47350814;46.06919400
4389;OKREP»EVALNICA  MERCATINO;KAäELJSKA CESTA 66;1000 LJUBLJANA-dosta;1000;1000 KAäELJSKA CESTA 66;14.60602933;46.05169417
4393;DINOS, d.d. - Celje;GAJI 37;3000 CELJE;3000;3000 GAJI 37;15.29667271;46.24274190
4395;SCHLENK d.o.o. - SLOPAK;FUéINE 9;1240 KAMNIK;1240;1240 FUéINE 9;14.60994372;46.23052423
4403;STANDOM ENG - INGENERING K.D.;KNOBLEHARJEVA ULICA 18;1000 LJUBLJANA;1000;1000 KNOBLEHARJEVA ULICA 18;14.52355225;46.06419412
